level,beam_id,element_tag,L,xloc,load_kN,k,s_m
L2,L2_BD_V60_05,2135,5.0,0.345,0.5321925,34,1.725
L2,L2_BD_V60_05,2135,5.0,0.355,0.547398,35,1.775
L2,L2_BD_V60_05,2135,5.0,0.365,0.5626035,36,1.825
L2,L2_BD_V60_05,2135,5.0,0.375,0.577809,37,1.875
L2,L2_BD_V60_05,2135,5.0,0.385,0.5930145,38,1.925
L2,L2_BD_V60_05,2135,5.0,0.395,0.60822,39,1.975
L2,L2_BD_V60_05,2135,5.0,0.405,0.6234255,40,2.025
L2,L2_BD_V60_05,2135,5.0,0.415,0.638631,41,2.075
L2,L2_BD_V60_05,2135,5.0,0.425,0.6538365,42,2.125
L2,L2_BD_V60_05,2135,5.0,0.435,0.669042,43,2.175
L2,L2_BD_V60_05,2135,5.0,0.445,0.6842475,44,2.225
L2,L2_BD_V60_05,2135,5.0,0.455,0.699453,45,2.275
L2,L2_BD_V60_05,2135,5.0,0.465,0.7146585,46,2.325
L2,L2_BD_V60_05,2135,5.0,0.475,0.729864,47,2.375
L2,L2_BD_V60_05,2135,5.0,0.485,0.7450695,48,2.425
L2,L2_BD_V60_05,2135,5.0,0.495,0.760275,49,2.475
L2,L2_BD_V60_05,2135,5.0,0.505,0.7450695,50,2.525
L2,L2_BD_V60_05,2135,5.0,0.515,0.729864,51,2.575
L2,L2_BD_V60_05,2135,5.0,0.525,0.7146585,52,2.625
L2,L2_BD_V60_05,2135,5.0,0.535,0.699453,53,2.675
L2,L2_BD_V60_05,2135,5.0,0.545,0.6842475,54,2.725
L2,L2_BD_V60_05,2135,5.0,0.555,0.669042,55,2.775
L2,L2_BD_V60_05,2135,5.0,0.565,0.6538365,56,2.825
L2,L2_BD_V60_05,2135,5.0,0.575,0.638631,57,2.875
L2,L2_BD_V60_05,2135,5.0,0.585,0.6234255,58,2.925
L2,L2_BD_V60_05,2135,5.0,0.595,0.60822,59,2.975
L2,L2_BD_V60_05,2135,5.0,0.605,0.5930145,60,3.025
L2,L2_BD_V60_05,2135,5.0,0.615,0.577809,61,3.075
L2,L2_BD_V60_05,2135,5.0,0.625,0.5626035,62,3.125
L2,L2_BD_V60_05,2135,5.0,0.635,0.547398,63,3.175
L2,L2_BD_V60_05,2135,5.0,0.645,0.5321925,64,3.225
L2,L2_BD_V60_05,2135,5.0,0.655,0.516987,65,3.275
L2,L2_BD_V60_05,2135,5.0,0.665,0.5017815,66,3.325
L2,L2_BD_V60_05,2135,5.0,0.675,0.486576,67,3.375
L2,L2_BD_V60_05,2135,5.0,0.685,0.4713705,68,3.425
L2,L2_BD_V60_05,2135,5.0,0.695,0.456165,69,3.475
L2,L2_BD_V60_05,2135,5.0,0.705,0.4409595,70,3.525
L2,L2_BD_V60_05,2135,5.0,0.715,0.425754,71,3.575
L2,L2_BD_V60_05,2135,5.0,0.725,0.4105485,72,3.625
L2,L2_BD_V60_05,2135,5.0,0.735,0.395343,73,3.675
L2,L2_BD_V60_05,2135,5.0,0.745,0.3801375,74,3.725
L2,L2_BD_V60_05,2135,5.0,0.755,0.364932,75,3.775
L2,L2_BD_V60_05,2135,5.0,0.765,0.3497265,76,3.825
L2,L2_BD_V60_05,2135,5.0,0.775,0.334521,77,3.875
L2,L2_BD_V60_05,2135,5.0,0.785,0.3193155,78,3.925
L2,L2_BD_V60_05,2135,5.0,0.795,0.30411,79,3.975
L2,L2_BD_V60_05,2135,5.0,0.805,0.2889045,80,4.025
L2,L2_BD_V60_05,2135,5.0,0.815,0.273699,81,4.075
L2,L2_BD_V60_05,2135,5.0,0.825,0.2584935,82,4.125
L2,L2_BD_V60_05,2135,5.0,0.835,0.243288,83,4.175
L2,L2_BD_V60_05,2135,5.0,0.845,0.2280825,84,4.225
L2,L2_BD_V60_05,2135,5.0,0.855,0.212877,85,4.275
L2,L2_BD_V60_05,2135,5.0,0.865,0.1976715,86,4.325
L2,L2_BD_V60_05,2135,5.0,0.875,0.182466,87,4.375
L2,L2_BD_V60_05,2135,5.0,0.885,0.1672605,88,4.425
L2,L2_BD_V60_05,2135,5.0,0.895,0.152055,89,4.475
L2,L2_BD_V60_05,2135,5.0,0.905,0.1368495,90,4.525
L2,L2_BD_V60_05,2135,5.0,0.915,0.121644,91,4.575
L2,L2_BD_V60_05,2135,5.0,0.925,0.1064385,92,4.625
L2,L2_BD_V60_05,2135,5.0,0.935,0.091233,93,4.675
L2,L2_BD_V60_05,2135,5.0,0.945,0.0760275,94,4.725
L2,L2_BD_V60_05,2135,5.0,0.955,0.060822,95,4.775
L2,L2_BD_V60_05,2135,5.0,0.965,0.0456165,96,4.825
L2,L2_BD_V60_05,2135,5.0,0.975,0.030411,97,4.875
L2,L2_BD_V60_05,2135,5.0,0.985,0.0152055,98,4.925
L2,L2_V017,2037,4.265,0.017584994,0.0152055,1,0.075
L2,L2_V017,2037,4.265,0.029308324,0.030411,2,0.125
L2,L2_V017,2037,4.265,0.041031653,0.0456165,3,0.175
L2,L2_V017,2037,4.265,0.052754982,0.060822,4,0.225
L2,L2_V017,2037,4.265,0.064478312,0.0760275,5,0.275
L2,L2_V017,2037,4.265,0.076201641,0.091233,6,0.325
L2,L2_V017,2037,4.265,0.087924971,0.1064385,7,0.375
L2,L2_V017,2037,4.265,0.0996483,0.121644,8,0.425
L2,L2_V017,2037,4.265,0.11137163,0.1368495,9,0.475
L2,L2_V017,2037,4.265,0.123094959,0.152055,10,0.525
L2,L2_V017,2037,4.265,0.134818288,0.1672605,11,0.575
L2,L2_V017,2037,4.265,0.146541618,0.182466,12,0.625
L2,L2_V017,2037,4.265,0.158264947,0.1976715,13,0.675
L2,L2_V017,2037,4.265,0.169988277,0.212877,14,0.725
L2,L2_V017,2037,4.265,0.181711606,0.2280825,15,0.775
L2,L2_V017,2037,4.265,0.193434936,0.243288,16,0.825
L2,L2_V017,2037,4.265,0.205158265,0.2584935,17,0.875
L2,L2_V017,2037,4.265,0.216881594,0.273699,18,0.925
L2,L2_V017,2037,4.265,0.228604924,0.2889045,19,0.975
L2,L2_V017,2037,4.265,0.240328253,0.30411,20,1.025
L2,L2_V017,2037,4.265,0.252051583,0.3193155,21,1.075
L2,L2_V017,2037,4.265,0.263774912,0.334521,22,1.125
L2,L2_V017,2037,4.265,0.275498242,0.3497265,23,1.175
L2,L2_V017,2037,4.265,0.287221571,0.364932,24,1.225
L2,L2_V017,2037,4.265,0.2989449,0.3801375,25,1.275
L2,L2_V017,2037,4.265,0.31066823,0.395343,26,1.325
L2,L2_V017,2037,4.265,0.322391559,0.4105485,27,1.375
L2,L2_V017,2037,4.265,0.334114889,0.425754,28,1.425
L2,L2_V017,2037,4.265,0.345838218,0.4409595,29,1.475
L2,L2_V017,2037,4.265,0.357561547,0.456165,30,1.525
L2,L2_V017,2037,4.265,0.369284877,0.4713705,31,1.575
L2,L2_V017,2037,4.265,0.381008206,0.486576,32,1.625
L2,L2_V017,2037,4.265,0.392731536,0.5017815,33,1.675
L2,L2_V017,2037,4.265,0.404454865,0.516987,34,1.725
L2,L2_V017,2037,4.265,0.416178195,0.5321925,35,1.775
L2,L2_V017,2037,4.265,0.427901524,0.547398,36,1.825
L2,L2_V017,2037,4.265,0.439624853,0.5626035,37,1.875
L2,L2_V017,2037,4.265,0.451348183,0.577809,38,1.925
L2,L2_V017,2037,4.265,0.463071512,0.5930145,39,1.975
L2,L2_V017,2037,4.265,0.474794842,0.60822,40,2.025
L2,L2_V017,2037,4.265,0.486518171,0.6234255,41,2.075
L2,L2_V017,2037,4.265,0.498241501,0.638631,42,2.125
L2,L2_V017,2037,4.265,0.50996483,0.6538365,43,2.175
L2,L2_V017,2037,4.265,0.521688159,0.669042,44,2.225
L2,L2_V017,2037,4.265,0.533411489,0.6842475,45,2.275
L2,L2_V017,2037,4.265,0.545134818,0.699453,46,2.325
L2,L2_V017,2037,4.265,0.556858148,0.7146585,47,2.375
L2,L2_V017,2037,4.265,0.568581477,0.729864,48,2.425
L2,L2_V017,2037,4.265,0.580304807,0.7450695,49,2.475
L2,L2_V017,2037,4.265,0.592028136,0.760275,50,2.525
L2,L2_V017,2037,4.265,0.603751465,0.760275,51,2.575
L2,L2_V017,2037,4.265,0.615474795,0.760275,52,2.625
L2,L2_V017,2037,4.265,0.627198124,0.760275,53,2.675
L2,L2_V017,2037,4.265,0.638921454,0.760275,54,2.725
L2,L2_V017,2037,4.265,0.650644783,0.760275,55,2.775
L2,L2_V017,2037,4.265,0.662368113,0.760275,56,2.825
L2,L2_V017,2037,4.265,0.674091442,0.760275,57,2.875
L2,L2_V017,2037,4.265,0.685814771,0.760275,58,2.925
L2,L2_V017,2037,4.265,0.697538101,0.760275,59,2.975
L2,L2_V017,2037,4.265,0.70926143,0.760275,60,3.025
L2,L2_V017,2037,4.265,0.72098476,0.760275,61,3.075
L2,L2_V017,2037,4.265,0.732708089,0.760275,62,3.125
L2,L2_V017,2037,4.265,0.744431419,0.760275,63,3.175
L2,L2_V017,2037,4.265,0.756154748,0.760275,64,3.225
L2,L2_V017,2037,4.265,0.767878077,0.760275,65,3.275
L2,L2_V017,2037,4.265,0.779601407,0.760275,66,3.325
L2,L2_V017,2037,4.265,0.791324736,0.760275,67,3.375
L2,L2_V017,2037,4.265,0.803048066,0.760275,68,3.425
L2,L2_V017,2037,4.265,0.814771395,0.760275,69,3.475
L2,L2_V017,2037,4.265,0.826494725,0.760275,70,3.525
L2,L2_V017,2037,4.265,0.838218054,0.760275,71,3.575
L2,L2_V017,2037,4.265,0.849941383,0.760275,72,3.625
L2,L2_V017,2037,4.265,0.861664713,0.760275,73,3.675
L2,L2_V017,2037,4.265,0.873388042,0.760275,74,3.725
L2,L2_V017,2037,4.265,0.885111372,0.760275,75,3.775
L2,L2_V017,2037,4.265,0.896834701,0.760275,76,3.825
L2,L2_V017,2037,4.265,0.90855803,0.760275,77,3.875
L2,L2_V017,2037,4.265,0.92028136,0.760275,78,3.925
L2,L2_V017,2037,4.265,0.932004689,0.760275,79,3.975
L2,L2_V017,2037,4.265,0.943728019,0.760275,80,4.025
L2,L2_V017,2037,4.265,0.955451348,0.760275,81,4.075
L2,L2_V017,2037,4.265,0.967174678,0.760275,82,4.125
L2,L2_V017,2037,4.265,0.978898007,0.760275,83,4.175
L2,L2_V017,2037,4.265,0.990621336,0.760275,84,4.225
L2,L2_V018,2038,4.635,0.002157497,0.760275,0,0.01
L2,L2_V018,2038,4.635,0.012944984,0.760275,1,0.06
L2,L2_V018,2038,4.635,0.02373247,0.760275,2,0.11
L2,L2_V018,2038,4.635,0.034519957,0.760275,3,0.16
L2,L2_V018,2038,4.635,0.045307443,0.760275,4,0.21
L2,L2_V018,2038,4.635,0.05609493,0.760275,5,0.26
L2,L2_V018,2038,4.635,0.066882416,0.760275,6,0.31
L2,L2_V018,2038,4.635,0.077669903,0.760275,7,0.36
L2,L2_V018,2038,4.635,0.088457389,0.760275,8,0.41
L2,L2_V018,2038,4.635,0.099244876,0.760275,9,0.46
L2,L2_V018,2038,4.635,0.110032362,0.760275,10,0.51
L2,L2_V018,2038,4.635,0.120819849,0.760275,11,0.56
L2,L2_V018,2038,4.635,0.131607335,0.760275,12,0.61
L2,L2_V018,2038,4.635,0.142394822,0.760275,13,0.66
L2,L2_V018,2038,4.635,0.153182309,0.760275,14,0.71
L2,L2_V018,2038,4.635,0.163969795,0.760275,15,0.76
L2,L2_V018,2038,4.635,0.174757282,0.760275,16,0.81
L2,L2_V018,2038,4.635,0.185544768,0.760275,17,0.86
L2,L2_V018,2038,4.635,0.196332255,0.760275,18,0.91
L2,L2_V018,2038,4.635,0.207119741,0.760275,19,0.96
L2,L2_V018,2038,4.635,0.217907228,0.760275,20,1.01
L2,L2_V018,2038,4.635,0.228694714,0.760275,21,1.06
L2,L2_V018,2038,4.635,0.239482201,0.760275,22,1.11
L2,L2_V018,2038,4.635,0.250269687,0.760275,23,1.16
L2,L2_V018,2038,4.635,0.261057174,0.760275,24,1.21
L2,L2_V018,2038,4.635,0.27184466,0.760275,25,1.26
L2,L2_V018,2038,4.635,0.282632147,0.760275,26,1.31
L2,L2_V018,2038,4.635,0.293419633,0.760275,27,1.36
L2,L2_V018,2038,4.635,0.30420712,0.760275,28,1.41
L2,L2_V018,2038,4.635,0.314994606,0.760275,29,1.46
L2,L2_V018,2038,4.635,0.325782093,0.760275,30,1.51
L2,L2_V018,2038,4.635,0.336569579,0.760275,31,1.56
L2,L2_V018,2038,4.635,0.347357066,0.760275,32,1.61
L2,L2_V018,2038,4.635,0.358144552,0.760275,33,1.66
L2,L2_V018,2038,4.635,0.368932039,0.760275,34,1.71
L2,L2_V018,2038,4.635,0.379719525,0.760275,35,1.76
L2,L2_V018,2038,4.635,0.390507012,0.760275,36,1.81
L2,L2_V018,2038,4.635,0.401294498,0.760275,37,1.86
L2,L2_V018,2038,4.635,0.412081985,0.760275,38,1.91
L2,L2_V018,2038,4.635,0.422869471,0.760275,39,1.96
L2,L2_V018,2038,4.635,0.433656958,0.760275,40,2.01
L2,L2_V018,2038,4.635,0.444444444,0.760275,41,2.06
L2,L2_V018,2038,4.635,0.455231931,0.760275,42,2.11
L2,L2_V018,2038,4.635,0.466019417,0.7450695,43,2.16
L2,L2_V018,2038,4.635,0.476806904,0.729864,44,2.21
L2,L2_V018,2038,4.635,0.487594391,0.7146585,45,2.26
L2,L2_V018,2038,4.635,0.498381877,0.699453,46,2.31
L2,L2_V018,2038,4.635,0.509169364,0.6842475,47,2.36
L2,L2_V018,2038,4.635,0.51995685,0.669042,48,2.41
L2,L2_V018,2038,4.635,0.530744337,0.6538365,49,2.46
L2,L2_V018,2038,4.635,0.541531823,0.638631,50,2.51
L2,L2_V018,2038,4.635,0.55231931,0.6234255,51,2.56
L2,L2_V018,2038,4.635,0.563106796,0.60822,52,2.61
L2,L2_V018,2038,4.635,0.573894283,0.5930145,53,2.66
L2,L2_V018,2038,4.635,0.584681769,0.577809,54,2.71
L2,L2_V018,2038,4.635,0.595469256,0.5626035,55,2.76
L2,L2_V018,2038,4.635,0.606256742,0.547398,56,2.81
L2,L2_V018,2038,4.635,0.617044229,0.5321925,57,2.86
L2,L2_V018,2038,4.635,0.627831715,0.516987,58,2.91
L2,L2_V018,2038,4.635,0.638619202,0.5017815,59,2.96
L2,L2_V018,2038,4.635,0.649406688,0.486576,60,3.01
L2,L2_V018,2038,4.635,0.660194175,0.4713705,61,3.06
L2,L2_V018,2038,4.635,0.670981661,0.456165,62,3.11
L2,L2_V018,2038,4.635,0.681769148,0.4409595,63,3.16
L2,L2_V018,2038,4.635,0.692556634,0.425754,64,3.21
L2,L2_V018,2038,4.635,0.703344121,0.4105485,65,3.26
L2,L2_V018,2038,4.635,0.714131607,0.395343,66,3.31
L2,L2_V018,2038,4.635,0.724919094,0.3801375,67,3.36
L2,L2_V018,2038,4.635,0.73570658,0.364932,68,3.41
L2,L2_V018,2038,4.635,0.746494067,0.3497265,69,3.46
L2,L2_V018,2038,4.635,0.757281553,0.334521,70,3.51
L2,L2_V018,2038,4.635,0.76806904,0.3193155,71,3.56
L2,L2_V018,2038,4.635,0.778856526,0.30411,72,3.61
L2,L2_V018,2038,4.635,0.789644013,0.2889045,73,3.66
L2,L2_V018,2038,4.635,0.800431499,0.273699,74,3.71
L2,L2_V018,2038,4.635,0.811218986,0.2584935,75,3.76
L2,L2_V018,2038,4.635,0.822006472,0.243288,76,3.81
L2,L2_V018,2038,4.635,0.832793959,0.2280825,77,3.86
L2,L2_V018,2038,4.635,0.843581446,0.212877,78,3.91
L2,L2_V018,2038,4.635,0.854368932,0.1976715,79,3.96
L2,L2_V018,2038,4.635,0.865156419,0.182466,80,4.01
L2,L2_V018,2038,4.635,0.875943905,0.1672605,81,4.06
L2,L2_V018,2038,4.635,0.886731392,0.152055,82,4.11
L2,L2_V018,2038,4.635,0.897518878,0.1368495,83,4.16
L2,L2_V018,2038,4.635,0.908306365,0.121644,84,4.21
L2,L2_V018,2038,4.635,0.919093851,0.1064385,85,4.26
L2,L2_V018,2038,4.635,0.929881338,0.091233,86,4.31
L2,L2_V018,2038,4.635,0.940668824,0.0760275,87,4.36
L2,L2_V018,2038,4.635,0.951456311,0.060822,88,4.41
L2,L2_V018,2038,4.635,0.962243797,0.0456165,89,4.46
L2,L2_V018,2038,4.635,0.973031284,0.030411,90,4.51
L2,L2_V018,2038,4.635,0.98381877,0.0152055,91,4.56
L2,L2_BD_V60_13,2143,8.9,0.002808989,0.0152055,0,0.025
L2,L2_BD_V60_13,2143,8.9,0.008426966,0.030411,1,0.075
L2,L2_BD_V60_13,2143,8.9,0.014044944,0.0456165,2,0.125
L2,L2_BD_V60_13,2143,8.9,0.019662921,0.060822,3,0.175
L2,L2_BD_V60_13,2143,8.9,0.025280899,0.0760275,4,0.225
L2,L2_BD_V60_13,2143,8.9,0.030898876,0.091233,5,0.275
L2,L2_BD_V60_13,2143,8.9,0.036516854,0.1064385,6,0.325
L2,L2_BD_V60_13,2143,8.9,0.042134831,0.121644,7,0.375
L2,L2_BD_V60_13,2143,8.9,0.047752809,0.1368495,8,0.425
L2,L2_BD_V60_13,2143,8.9,0.053370787,0.152055,9,0.475
L2,L2_BD_V60_13,2143,8.9,0.058988764,0.1672605,10,0.525
L2,L2_BD_V60_13,2143,8.9,0.064606742,0.182466,11,0.575
L2,L2_BD_V60_13,2143,8.9,0.070224719,0.1976715,12,0.625
L2,L2_BD_V60_13,2143,8.9,0.075842697,0.212877,13,0.675
L2,L2_BD_V60_13,2143,8.9,0.081460674,0.2280825,14,0.725
L2,L2_BD_V60_13,2143,8.9,0.087078652,0.243288,15,0.775
L2,L2_BD_V60_13,2143,8.9,0.092696629,0.2584935,16,0.825
L2,L2_BD_V60_13,2143,8.9,0.098314607,0.273699,17,0.875
L2,L2_BD_V60_13,2143,8.9,0.103932584,0.2889045,18,0.925
L2,L2_BD_V60_13,2143,8.9,0.109550562,0.30411,19,0.975
L2,L2_BD_V60_13,2143,8.9,0.115168539,0.3193155,20,1.025
L2,L2_BD_V60_13,2143,8.9,0.120786517,0.334521,21,1.075
L2,L2_BD_V60_13,2143,8.9,0.126404494,0.3497265,22,1.125
L2,L2_BD_V60_13,2143,8.9,0.132022472,0.364932,23,1.175
L2,L2_BD_V60_13,2143,8.9,0.137640449,0.3801375,24,1.225
L2,L2_BD_V60_13,2143,8.9,0.143258427,0.395343,25,1.275
L2,L2_BD_V60_13,2143,8.9,0.148876404,0.4105485,26,1.325
L2,L2_BD_V60_13,2143,8.9,0.154494382,0.425754,27,1.375
L2,L2_BD_V60_13,2143,8.9,0.16011236,0.4409595,28,1.425
L2,L2_BD_V60_13,2143,8.9,0.165730337,0.456165,29,1.475
L2,L2_BD_V60_13,2143,8.9,0.171348315,0.4713705,30,1.525
L2,L2_BD_V60_13,2143,8.9,0.176966292,0.486576,31,1.575
L2,L2_BD_V60_13,2143,8.9,0.18258427,0.5017815,32,1.625
L2,L2_BD_V60_13,2143,8.9,0.188202247,0.516987,33,1.675
L2,L2_BD_V60_13,2143,8.9,0.193820225,0.5321925,34,1.725
L2,L2_BD_V60_13,2143,8.9,0.199438202,0.547398,35,1.775
L2,L2_BD_V60_13,2143,8.9,0.20505618,0.5626035,36,1.825
L2,L2_BD_V60_13,2143,8.9,0.210674157,0.577809,37,1.875
L2,L2_BD_V60_13,2143,8.9,0.216292135,0.5930145,38,1.925
L2,L2_BD_V60_13,2143,8.9,0.221910112,0.60822,39,1.975
L2,L2_BD_V60_13,2143,8.9,0.22752809,0.6234255,40,2.025
L2,L2_BD_V60_13,2143,8.9,0.233146067,0.638631,41,2.075
L2,L2_BD_V60_13,2143,8.9,0.238764045,0.6538365,42,2.125
L2,L2_BD_V60_13,2143,8.9,0.244382022,0.669042,43,2.175
L2,L2_BD_V60_13,2143,8.9,0.25,0.6842475,44,2.225
L2,L2_BD_V60_13,2143,8.9,0.255617978,0.699453,45,2.275
L2,L2_BD_V60_13,2143,8.9,0.261235955,0.7146585,46,2.325
L2,L2_BD_V60_13,2143,8.9,0.266853933,0.729864,47,2.375
L2,L2_BD_V60_13,2143,8.9,0.27247191,0.7450695,48,2.425
L2,L2_BD_V60_13,2143,8.9,0.278089888,0.760275,49,2.475
L2,L2_BD_V60_13,2143,8.9,0.283707865,0.760275,50,2.525
L2,L2_BD_V60_13,2143,8.9,0.289325843,0.760275,51,2.575
L2,L2_BD_V60_13,2143,8.9,0.29494382,0.760275,52,2.625
L2,L2_BD_V60_13,2143,8.9,0.300561798,0.760275,53,2.675
L2,L2_BD_V60_13,2143,8.9,0.306179775,0.760275,54,2.725
L2,L2_BD_V60_13,2143,8.9,0.311797753,0.760275,55,2.775
L2,L2_BD_V60_13,2143,8.9,0.31741573,0.760275,56,2.825
L2,L2_BD_V60_13,2143,8.9,0.323033708,0.760275,57,2.875
L2,L2_BD_V60_13,2143,8.9,0.328651685,0.760275,58,2.925
L2,L2_BD_V60_13,2143,8.9,0.334269663,0.760275,59,2.975
L2,L2_BD_V60_13,2143,8.9,0.33988764,0.760275,60,3.025
L2,L2_BD_V60_13,2143,8.9,0.345505618,0.760275,61,3.075
L2,L2_BD_V60_13,2143,8.9,0.351123596,0.760275,62,3.125
L2,L2_BD_V60_13,2143,8.9,0.356741573,0.760275,63,3.175
L2,L2_BD_V60_13,2143,8.9,0.362359551,0.760275,64,3.225
L2,L2_BD_V60_13,2143,8.9,0.367977528,0.760275,65,3.275
L2,L2_BD_V60_13,2143,8.9,0.373595506,0.760275,66,3.325
L2,L2_BD_V60_13,2143,8.9,0.379213483,0.760275,67,3.375
L2,L2_BD_V60_13,2143,8.9,0.384831461,0.760275,68,3.425
L2,L2_BD_V60_13,2143,8.9,0.390449438,0.760275,69,3.475
L2,L2_BD_V60_13,2143,8.9,0.396067416,0.760275,70,3.525
L2,L2_BD_V60_13,2143,8.9,0.401685393,0.760275,71,3.575
L2,L2_BD_V60_13,2143,8.9,0.407303371,0.760275,72,3.625
L2,L2_BD_V60_13,2143,8.9,0.412921348,0.760275,73,3.675
L2,L2_BD_V60_13,2143,8.9,0.418539326,0.760275,74,3.725
L2,L2_BD_V60_13,2143,8.9,0.424157303,0.760275,75,3.775
L2,L2_BD_V60_13,2143,8.9,0.429775281,0.760275,76,3.825
L2,L2_BD_V60_13,2143,8.9,0.435393258,0.760275,77,3.875
L2,L2_BD_V60_13,2143,8.9,0.441011236,0.760275,78,3.925
L2,L2_BD_V60_13,2143,8.9,0.446629213,0.760275,79,3.975
L2,L2_BD_V60_13,2143,8.9,0.452247191,0.760275,80,4.025
L2,L2_BD_V60_13,2143,8.9,0.457865169,0.760275,81,4.075
L2,L2_BD_V60_13,2143,8.9,0.463483146,0.760275,82,4.125
L2,L2_BD_V60_13,2143,8.9,0.469101124,0.760275,83,4.175
L2,L2_BD_V60_13,2143,8.9,0.474719101,0.760275,84,4.225
L2,L2_BD_V60_13,2143,8.9,0.480337079,0.760275,85,4.275
L2,L2_BD_V60_13,2143,8.9,0.485955056,0.760275,86,4.325
L2,L2_BD_V60_13,2143,8.9,0.491573034,0.760275,87,4.375
L2,L2_BD_V60_13,2143,8.9,0.497191011,0.760275,88,4.425
L2,L2_BD_V60_13,2143,8.9,0.502808989,0.760275,89,4.475
L2,L2_BD_V60_13,2143,8.9,0.508426966,0.760275,90,4.525
L2,L2_BD_V60_13,2143,8.9,0.514044944,0.760275,91,4.575
L2,L2_BD_V60_13,2143,8.9,0.519662921,0.760275,92,4.625
L2,L2_BD_V60_13,2143,8.9,0.525280899,0.760275,93,4.675
L2,L2_BD_V60_13,2143,8.9,0.530898876,0.760275,94,4.725
L2,L2_BD_V60_13,2143,8.9,0.536516854,0.760275,95,4.775
L2,L2_BD_V60_13,2143,8.9,0.542134831,0.760275,96,4.825
L2,L2_BD_V60_13,2143,8.9,0.547752809,0.760275,97,4.875
L2,L2_BD_V60_13,2143,8.9,0.553370787,0.760275,98,4.925
L2,L2_BD_V60_13,2143,8.9,0.558988764,0.760275,99,4.975
L2,L2_BD_V60_13,2143,8.9,0.564606742,0.760275,100,5.025
L2,L2_BD_V60_13,2143,8.9,0.570224719,0.760275,101,5.075
L2,L2_BD_V60_13,2143,8.9,0.575842697,0.760275,102,5.125
L2,L2_BD_V60_13,2143,8.9,0.581460674,0.760275,103,5.175
L2,L2_BD_V60_13,2143,8.9,0.587078652,0.760275,104,5.225
L2,L2_BD_V60_13,2143,8.9,0.592696629,0.760275,105,5.275
L2,L2_BD_V60_13,2143,8.9,0.598314607,0.760275,106,5.325
L2,L2_BD_V60_13,2143,8.9,0.603932584,0.760275,107,5.375
L2,L2_BD_V60_13,2143,8.9,0.609550562,0.760275,108,5.425
L2,L2_BD_V60_13,2143,8.9,0.615168539,0.760275,109,5.475
L2,L2_BD_V60_13,2143,8.9,0.620786517,0.760275,110,5.525
L2,L2_BD_V60_13,2143,8.9,0.626404494,0.760275,111,5.575
L2,L2_BD_V60_13,2143,8.9,0.632022472,0.760275,112,5.625
L2,L2_BD_V60_13,2143,8.9,0.637640449,0.760275,113,5.675
L2,L2_BD_V60_13,2143,8.9,0.643258427,0.760275,114,5.725
L2,L2_BD_V60_13,2143,8.9,0.648876404,0.760275,115,5.775
L2,L2_BD_V60_13,2143,8.9,0.654494382,0.760275,116,5.825
L2,L2_BD_V60_13,2143,8.9,0.66011236,0.760275,117,5.875
L2,L2_BD_V60_13,2143,8.9,0.665730337,0.760275,118,5.925
L2,L2_BD_V60_13,2143,8.9,0.671348315,0.760275,119,5.975
L2,L2_BD_V60_13,2143,8.9,0.676966292,0.760275,120,6.025
L2,L2_BD_V60_13,2143,8.9,0.68258427,0.760275,121,6.075
L2,L2_BD_V60_13,2143,8.9,0.688202247,0.760275,122,6.125
L2,L2_BD_V60_13,2143,8.9,0.693820225,0.760275,123,6.175
L2,L2_BD_V60_13,2143,8.9,0.699438202,0.760275,124,6.225
L2,L2_BD_V60_13,2143,8.9,0.70505618,0.760275,125,6.275
L2,L2_BD_V60_13,2143,8.9,0.710674157,0.760275,126,6.325
L2,L2_BD_V60_13,2143,8.9,0.716292135,0.760275,127,6.375
L2,L2_BD_V60_13,2143,8.9,0.721910112,0.760275,128,6.425
L2,L2_BD_V60_13,2143,8.9,0.72752809,0.7450695,129,6.475
L2,L2_BD_V60_13,2143,8.9,0.733146067,0.729864,130,6.525
L2,L2_BD_V60_13,2143,8.9,0.738764045,0.7146585,131,6.575
L2,L2_BD_V60_13,2143,8.9,0.744382022,0.699453,132,6.625
L2,L2_BD_V60_13,2143,8.9,0.75,0.6842475,133,6.675
L2,L2_BD_V60_13,2143,8.9,0.755617978,0.669042,134,6.725
L2,L2_BD_V60_13,2143,8.9,0.761235955,0.6538365,135,6.775
L2,L2_BD_V60_13,2143,8.9,0.766853933,0.638631,136,6.825
L2,L2_BD_V60_13,2143,8.9,0.77247191,0.6234255,137,6.875
L2,L2_BD_V60_13,2143,8.9,0.778089888,0.60822,138,6.925
L2,L2_BD_V60_13,2143,8.9,0.783707865,0.5930145,139,6.975
L2,L2_BD_V60_13,2143,8.9,0.789325843,0.577809,140,7.025
L2,L2_BD_V60_13,2143,8.9,0.79494382,0.5626035,141,7.075
L2,L2_BD_V60_13,2143,8.9,0.800561798,0.547398,142,7.125
L2,L2_BD_V60_13,2143,8.9,0.806179775,0.5321925,143,7.175
L2,L2_BD_V60_13,2143,8.9,0.811797753,0.516987,144,7.225
L2,L2_BD_V60_13,2143,8.9,0.81741573,0.5017815,145,7.275
L2,L2_BD_V60_13,2143,8.9,0.823033708,0.486576,146,7.325
L2,L2_BD_V60_13,2143,8.9,0.828651685,0.4713705,147,7.375
L2,L2_BD_V60_13,2143,8.9,0.834269663,0.456165,148,7.425
L2,L2_BD_V60_13,2143,8.9,0.83988764,0.4409595,149,7.475
